X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.29688742,45.02308196,0037XX GIRARD AVE N,MP202051826         ,4,2020/02/26 00:00:00+00,1740,2020/02/22 00:00:00+00,2020/02/26 17:40:00+00,1800,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,18898,-93.29688932,45.02308463,-10385762,5625156,Folwell,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2358
-93.27431276,44.97449412,0009XX NICOLLET MALL  ,MP202051869         ,1,2020/02/26 00:00:00+00,2148,2020/02/26 00:00:00+00,2020/02/26 21:48:00+00,1830,ROBPAG  ,ROBBERY PER AGG               ,4,2020/02/27 00:00:00+00,19563,-93.27431687,44.97449942,-10383249,5617507,Downtown West,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2359
-93.30342715,45.03440198,0043XX LOGAN AVE N,MP202051911         ,4,2020/02/26 00:00:00+00,2033,2020/02/26 00:00:00+00,2020/02/26 20:33:00+00,1720,BURGD   ,BURGLARY OF DWELLING          ,6,2020/02/27 00:00:00+00,10766,-93.30343612,45.03440651,-10386490,5626939,WEBBER-CAMDEN,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2360
-93.24131763,44.98271038,,MP202051958         ,2,2020/02/26 00:00:00+00,2038,2020/02/26 00:00:00+00,2020/02/26 20:38:00+00,2007,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/02/27 00:00:00+00,,-93.24132,44.98271,-10379576,5618800,MARCY-HOLMES,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2361
-93.290177,45.04480578,0049XX ALDRICH AVE N,MP202051978         ,4,2020/02/26 00:00:00+00,2141,2020/02/26 00:00:00+00,2020/02/26 21:41:00+00,2035,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/27 00:00:00+00,10054,-93.29017791,45.04481144,-10385015,5628578,LIND-BOHANON,2020/03/02 00:00:00+00,2020/07/15 07:00:22+00,2362
-93.22579475,44.90264543,0055XX 32ND AVE S,MP202052005         ,3,2020/02/27 00:00:00+00,38,2020/02/25 00:00:00+00,2020/02/27 00:38:00+00,1530,BURGD   ,BURGLARY OF DWELLING          ,6,2020/02/27 00:00:00+00,13006,-93.22579695,44.90264634,-10377848,5606208,Wenonah,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2363
-93.23802082,44.96629574,0006XX 24TH AVE S,MP202052016         ,1,2020/02/26 00:00:00+00,2225,2020/02/26 00:00:00+00,2020/02/26 22:25:00+00,2147,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,15091,-93.2380275,44.96629803,-10379209,5616217,CEDAR RSIDE/WEST BANK,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2364
-93.27155493,44.94665936,,MP202052041         ,3,2020/02/26 00:00:00+00,2252,2020/02/26 00:00:00+00,2020/02/26 22:52:00+00,2225,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,,-93.27156,44.94666,-10382942,5613128,Central,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2365
-93.22710629,44.97080817,0005XX OAK ST SE,MP202052060         ,2,2020/02/27 00:00:00+00,137,2020/02/26 00:00:00+00,2020/02/27 01:37:00+00,2011,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,15089,-93.22710816,44.97080819,-10377994,5616927,PROSPECT PK/E RIVER RD,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2366
-93.26105362,44.9633148,0019XX ELLIOT AVE ,MP202052063         ,3,2020/02/26 00:00:00+00,2341,2020/02/26 00:00:00+00,2020/02/26 23:41:00+00,2240,ROBPER  ,ROBBERY OF PERSON             ,4,2020/02/27 00:00:00+00,18709,-93.26106139,44.96331848,-10381773,5615748,Ventura Village,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2367
-93.28018774,44.98504224,0006XX 5TH ST N,MP202052266         ,1,2020/02/27 00:00:00+00,743,2020/02/26 00:00:00+00,2020/02/27 07:43:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,16909,-93.28019274,44.98504707,-10383903,5619167,North Loop,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2368
-93.21689244,44.91792692,0046XX HIAWATHA AVE ,MP202052273         ,3,2020/02/27 00:00:00+00,721,2020/02/27 00:00:00+00,2020/02/27 07:21:00+00,636,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,21629,-93.21689298,44.91792713,-10376857,5608610,Hiawatha,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2369
-93.31205098,44.99788164,0017XX SHERIDAN AVE N,MP202052274         ,4,2020/02/27 00:00:00+00,1054,2020/02/27 00:00:00+00,2020/02/27 10:54:00+00,600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,14596,-93.3120575,44.99788737,-10387450,5621188,WILLARD-HAY,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2370
-93.26150278,44.89883396,0057XX ELLIOT AVE ,MP202052284         ,3,2020/02/27 00:00:00+00,750,2020/02/26 00:00:00+00,2020/02/27 07:50:00+00,2300,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,14718,-93.26150298,44.89883794,-10381823,5605609,Diamond Lake,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2371
-93.3137488,44.898134,0057XX THOMAS CIR S,MP202052327         ,5,2020/02/27 00:00:00+00,902,2020/02/24 00:00:00+00,2020/02/27 09:02:00+00,1700,THFTSW  ,THEFT BY SWINDLE              ,7,2020/02/27 00:00:00+00,19625,-93.31375242,44.89813979,-10387639,5605499,Armatage,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2372
-93.2902848,45.00023829,0008XX 21ST AVE N,MP202052595         ,4,2020/02/27 00:00:00+00,1633,2020/02/27 00:00:00+00,2020/02/27 16:33:00+00,1334,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/27 00:00:00+00,15959,-93.29028844,45.00024005,-10385027,5621559,Hawthorne,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2373
-93.26519486,44.95014342,0028XX PARK AVE ,MP202052979         ,3,2020/02/27 00:00:00+00,2320,2020/02/27 00:00:00+00,2020/02/27 23:20:00+00,2050,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/28 00:00:00+00,16417,-93.26520218,44.95014794,-10382234,5613676,Phillips West,2020/02/28 00:00:00+00,2020/07/15 07:00:22+00,2374
-93.29817201,44.98074697,,MP2020701082        ,4,2020/02/25 00:00:00+00,2018,2020/02/23 00:00:00+00,2020/02/25 20:18:00+00,2310,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,,-93.29818,44.98075,-10385905,5618491,Harrison,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2375
-93.22102469,44.91968257,0035XX 46TH ST E,MP2020701084        ,3,2020/02/26 00:00:00+00,827,2020/02/25 00:00:00+00,2020/02/26 08:27:00+00,700,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,15791,-93.22103275,44.91968663,-10377317,5608886,Ericsson,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2376
-93.22314472,44.97364891,0010XX WASHINGTON AVE SE,MP2020701085        ,2,2020/02/25 00:00:00+00,1546,2020/02/24 00:00:00+00,2020/02/25 15:46:00+00,2340,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,19567,-93.22315143,44.97365396,-10377553,5617374,PROSPECT PK/E RIVER RD,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2377
-93.22102469,44.91968257,0035XX 46TH ST E,MP2020701086        ,3,2020/02/26 00:00:00+00,903,2020/02/26 00:00:00+00,2020/02/26 09:03:00+00,850,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,15791,-93.22103275,44.91968663,-10377317,5608886,Ericsson,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2378
-93.22567797,44.92236682,0044XX 32ND AVE S,MP2020701089        ,3,2020/02/26 00:00:00+00,947,2020/02/24 00:00:00+00,2020/02/26 09:47:00+00,1530,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,12148,-93.22568071,44.92236746,-10377835,5609308,Ericsson,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2379
-93.24094933,45.02495502,0031XX PIERCE ST NE,MP2020701092        ,2,2020/02/26 00:00:00+00,1222,2020/02/23 00:00:00+00,2020/02/26 12:22:00+00,900,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,20076,-93.24095339,45.02495815,-10379535,5625451,Waite Park,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2380
-93.27652261,44.97837681,0007XX 1ST AVE N,MP2020701095        ,1,2020/02/26 00:00:00+00,1304,2020/02/11 00:00:00+00,2020/02/26 13:04:00+00,2200,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,17475,-93.27652572,44.97838004,-10383495,5618118,Downtown West,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2381
-93.22031502,44.98522014,0008XX 23RD AVE SE,MP2020701096        ,2,2020/02/26 00:00:00+00,1355,2020/02/25 00:00:00+00,2020/02/26 13:55:00+00,2300,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,18623,-93.22031801,44.98522161,-10377238,5619195,Como,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2382
-93.23298127,44.96395676,,MP2020701097        ,3,2020/02/26 00:00:00+00,1400,2020/02/21 00:00:00+00,2020/02/26 14:00:00+00,1200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,,-93.23298,44.96396,-10378648,5615849,Seward,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2383
-93.30190002,45.01047683,0029XX KNOX AVE N,MP2020701098        ,4,2020/02/26 00:00:00+00,1404,2020/02/26 00:00:00+00,2020/02/26 14:04:00+00,1215,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,13653,-93.3019035,45.01048002,-10386320,5623171,Jordan,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2384
-93.26094582,44.97603197,0006XX 4TH ST S,MP2020701101        ,1,2020/02/26 00:00:00+00,1624,2020/02/18 00:00:00+00,2020/02/26 16:24:00+00,1205,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,20012,-93.26094618,44.97603578,-10381761,5617749,Downtown East,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2385
-93.28699697,44.92500007,,MP2020701102        ,5,2020/02/26 00:00:00+00,1716,2020/02/25 00:00:00+00,2020/02/26 17:16:00+00,1830,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,,-93.287,44.925,-10384661,5609722,King Field,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2386
-93.29382416,44.94835691,0011XX LAKE ST W,MP2020701104        ,5,2020/02/26 00:00:00+00,1844,2020/02/20 00:00:00+00,2020/02/26 18:44:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,17305,-93.29383162,44.94836051,-10385421,5613395,CARAG,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2387
-93.23149905,44.95557253,,MP2020701106        ,3,2020/02/27 00:00:00+00,23,2020/02/26 00:00:00+00,2020/02/27 00:23:00+00,2330,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,,-93.2315,44.95558,-10378483,5614530,Seward,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2388
-93.29637538,44.94836327,0013XX LAKE ST W,MP2020701108        ,5,2020/02/27 00:00:00+00,901,2020/02/25 00:00:00+00,2020/02/27 09:01:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,17662,-93.29637768,44.94836658,-10385705,5613396,Lowry Hill East,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2389
-93.27770839,44.97050311,0013XX NICOLLET MALL  ,MP2020701111        ,1,2020/02/27 00:00:00+00,1305,2020/02/22 00:00:00+00,2020/02/27 13:05:00+00,1600,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,16714,-93.27771387,44.97050597,-10383627,5616879,Loring Park,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2390
-93.22478863,44.97360443,0009XX WASHINGTON AVE SE,MP202013980         ,2,2020/01/17 00:00:00+00,140,2020/01/17 00:00:00+00,2020/01/17 01:40:00+00,140,POCKET  ,POCKET-PICKING                ,7,2020/01/17 00:00:00+00,22801,-93.22479655,44.97360851,-10377736,5617367,PROSPECT PK/E RIVER RD,2020/01/23 00:00:00+00,2020/07/15 07:00:21+00,2391
-93.28934157,45.02665661,0039XX ALDRICH AVE N,MP202014013         ,4,2020/01/16 00:00:00+00,2248,2020/01/16 00:00:00+00,2020/01/16 22:48:00+00,2208,ROBPER  ,ROBBERY OF PERSON             ,4,2020/01/23 00:00:00+00,10127,-93.28934453,45.02665702,-10384922,5625719,WEBBER-CAMDEN,2020/01/23 00:00:00+00,2020/07/15 07:00:21+00,2392
-93.28339472,45.00715522,,MP202017975         ,4,2020/01/21 00:00:00+00,1523,2020/01/21 00:00:00+00,2020/01/21 15:23:00+00,1400,ROBPAG  ,ROBBERY PER AGG               ,4,2020/01/23 00:00:00+00,,-93.2834,45.00716,-10384260,5622648,Hawthorne,2020/01/23 00:00:00+00,2020/07/15 07:00:21+00,2393
-93.26556316,44.9727465,0005XX 8TH ST S,MP202017987         ,1,2020/01/22 00:00:00+00,1000,2020/01/06 00:00:00+00,2020/01/22 10:00:00+00,1,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,16975,-93.26557192,44.97275017,-10382275,5617232,Elliot Park,2020/01/23 00:00:00+00,2020/07/15 07:00:21+00,2394
-93.29828879,44.94747318,0030XX HENNEPIN AVE ,MP202018221         ,5,2020/01/21 00:00:00+00,1848,2020/01/21 00:00:00+00,2020/01/21 18:48:00+00,1615,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,11281,-93.29829195,44.9474742,-10385918,5613256,CARAG,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2395
-93.22883105,45.00363652,0015XX NEW BRIGHTON BLVD ,MP202018586         ,2,2020/01/22 00:00:00+00,545,2020/01/21 00:00:00+00,2020/01/22 05:45:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2396
-93.3076672,44.98157936,0021XX 4TH AVE N,MP202018631         ,4,2020/01/22 00:00:00+00,549,2020/01/22 00:00:00+00,2020/01/22 05:49:00+00,500,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,15658,-93.30767602,44.98158543,-10386962,5618622,Harrison,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2397
-93.3076672,44.98264049,0021XX 5TH AVE N,MP202018632         ,4,2020/01/22 00:00:00+00,547,2020/01/22 00:00:00+00,2020/01/22 05:47:00+00,547,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,16340,-93.30767445,44.98264654,-10386962,5618789,Harrison,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2398
-93.29201855,44.93859691,0035XX COLFAX AVE S,MP202018705         ,5,2020/01/22 00:00:00+00,852,2020/01/17 00:00:00+00,2020/01/22 08:52:00+00,1700,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/01/22 00:00:00+00,13097,-93.29202487,44.93859937,-10385220,5611860,CARAG,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2399
-93.28538898,44.97915205,0001XX GLENWOOD AVE ,MP202018746         ,1,2020/01/22 00:00:00+00,954,2020/01/11 00:00:00+00,2020/01/22 09:54:00+00,1,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,19660,-93.28539129,44.97915602,-10384482,5618240,North Loop,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2400
-93.23629605,44.98806652,,MP202018747         ,2,2020/01/22 00:00:00+00,1408,2020/01/18 00:00:00+00,2020/01/22 14:08:00+00,2210,CSCR    ,CSC - RAPE                    ,3,2020/01/23 00:00:00+00,,-93.2363,44.98807,-10379017,5619643,Como,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2401
-93.29577351,44.94382364,0032XX FREMONT AVE S,MP202018771         ,5,2020/01/22 00:00:00+00,1128,2020/01/21 00:00:00+00,2020/01/22 11:28:00+00,1830,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/01/23 00:00:00+00,20419,-93.29578019,44.94382649,-10385638,5612682,CARAG,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2402
-93.26310178,45.00690117,0018XX UNIVERSITY AVE NE,MP202018794         ,2,2020/01/22 00:00:00+00,1207,2020/01/19 00:00:00+00,2020/01/22 12:07:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/01/23 00:00:00+00,17668,-93.2631021,45.00690356,-10382001,5622608,Bottineau,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2403
-93.28309828,44.92774132,0041XX PLEASANT AVE ,MP202018810         ,5,2020/01/22 00:00:00+00,1145,2020/01/22 00:00:00+00,2020/01/22 11:45:00+00,1055,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,12812,-93.28310566,44.9277443,-10384227,5610153,King Field,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2404
-93.27148306,44.96004766,0022XX CLINTON AVE ,MP202018991         ,5,2020/01/22 00:00:00+00,1440,2020/01/22 00:00:00+00,2020/01/22 14:40:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/01/23 00:00:00+00,21234,-93.271486,44.96005068,-10382934,5615234,Whittier,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2405
-93.27464513,44.9626919,0001XX FRANKLIN AVE E,MP202019000         ,5,2020/01/22 00:00:00+00,1503,2020/01/22 00:00:00+00,2020/01/22 15:03:00+00,1425,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,20916,-93.27465225,44.96269289,-10383286,5615650,Whittier,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2406
-93.28810189,44.94747954,0030XX LYNDALE AVE S,MP202019013         ,5,2020/01/22 00:00:00+00,1526,2019/01/14 00:00:00+00,2020/01/22 15:26:00+00,1130,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,19250,-93.28810737,44.94748459,-10384784,5613257,CARAG,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2407
-93.29411162,44.99468635,0015XX EMERSON AVE N,MP202019052         ,4,2020/01/22 00:00:00+00,1554,2020/01/22 00:00:00+00,2020/01/22 15:54:00+00,1515,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,18669,-93.29411544,44.99469001,-10385453,5620685,Near - North,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2408
-93.28493084,45.00202953,0022XX 4TH ST N,MP202019069         ,4,2020/01/22 00:00:00+00,1805,2020/01/22 00:00:00+00,2020/01/22 18:05:00+00,1540,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,18246,-93.28493299,45.00203096,-10384431,5621841,Hawthorne,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2409
-93.31470999,44.97445599,0002XX UPTON AVE S,MP202019081         ,4,2020/01/22 00:00:00+00,1640,2020/01/22 00:00:00+00,2020/01/22 16:40:00+00,1633,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,22150,-93.31471795,44.97445633,-10387746,5617501,BRYN MAWR,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2410
-93.27252511,44.97832598,0006XX NICOLLET AVE ,MP202019092         ,1,2020/01/22 00:00:00+00,1627,2020/01/22 00:00:00+00,2020/01/22 16:27:00+00,1010,SHOPLF  ,SHOPLIFTING                   ,7,2020/01/23 00:00:00+00,17241,-93.27252943,44.97833114,-10383050,5618110,Downtown West,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2411
-93.23514621,44.94836963,0025XX LAKE ST E,MP202019095         ,3,2020/01/22 00:00:00+00,2204,2020/01/22 00:00:00+00,2020/01/22 22:04:00+00,1621,SHOPLF  ,SHOPLIFTING                   ,7,2020/01/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2412
-93.31461118,44.9979007,0018XX UPTON AVE N,MP202019101         ,4,2020/01/22 00:00:00+00,1712,2020/01/22 00:00:00+00,2020/01/22 17:12:00+00,1625,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,17565,-93.31461932,44.99790677,-10387735,5621191,WILLARD-HAY,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2413
-93.29025785,44.96348641,0019XX BRYANT AVE S,MP202019111         ,5,2020/01/22 00:00:00+00,1710,2019/12/24 00:00:00+00,2020/01/22 17:10:00+00,800,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/01/23 00:00:00+00,16061,-93.29026333,44.96348815,-10385024,5615775,Lowry Hill East,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2414
-93.31461118,45.01595739,0033XX UPTON AVE N,MP202019115         ,4,2020/01/22 00:00:00+00,1722,2020/01/22 00:00:00+00,2020/01/22 17:22:00+00,1646,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,18757,-93.31461543,45.01595793,-10387735,5624034,Cleveland,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2415
-93.22761833,44.93684184,0036XX SNELLING AVE ,MP202019138         ,3,2020/01/22 00:00:00+00,2250,2020/01/20 00:00:00+00,2020/01/22 22:50:00+00,1000,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/01/23 00:00:00+00,20668,-93.22762253,44.93684673,-10378051,5611584,Howe,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2416
-93.27178849,44.97736645,0006XX NICOLLET MALL  ,MP202019145         ,1,2020/01/22 00:00:00+00,2004,2020/01/22 00:00:00+00,2020/01/22 20:04:00+00,1717,SHOPLF  ,SHOPLIFTING                   ,7,2020/01/22 00:00:00+00,21933,-93.2717965,44.97736687,-10382968,5617959,Downtown West,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2417
-93.31464711,44.98845408,0010XX UPTON AVE N,MP202019152         ,4,2020/01/22 00:00:00+00,1740,2020/01/21 00:00:00+00,2020/01/22 17:40:00+00,2030,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,18026,-93.31464992,44.98845489,-10387739,5619704,WILLARD-HAY,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2418
-93.24062593,44.94746682,0030XX 22ND AVE S,MP202019170         ,3,2020/01/22 00:00:00+00,2130,2020/01/22 00:00:00+00,2020/01/22 21:30:00+00,1735,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/01/23 00:00:00+00,20965,-93.24062652,44.947468,-10379499,5613255,Corcoran,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2419
-93.23695182,44.9627491,0024XX FRANKLIN AVE E,MP202019172         ,3,2020/01/22 00:00:00+00,2053,2020/01/22 00:00:00+00,2020/01/22 20:53:00+00,1700,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,21869,-93.23695301,44.96275542,-10379090,5615659,Seward,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2420
-93.27932535,44.96703936,0015XX LASALLE AVE ,MP202019197         ,1,2020/01/22 00:00:00+00,1903,2020/01/22 00:00:00+00,2020/01/22 19:03:00+00,1800,THEFT   ,OTHER THEFT                   ,7,2020/01/23 00:00:00+00,15055,-93.27932994,44.96704546,-10383807,5616334,Loring Park,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2421
-93.29200058,44.94040279,0034XX COLFAX AVE S,MP202019229         ,5,2020/01/22 00:00:00+00,1842,2020/01/22 00:00:00+00,2020/01/22 18:42:00+00,1800,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/01/23 00:00:00+00,11706,-93.29200498,44.94040713,-10385218,5612144,CARAG,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2422
-93.26510502,44.96332116,0019XX PARK AVE ,MP202019236         ,3,2020/01/22 00:00:00+00,2326,2020/01/22 00:00:00+00,2020/01/22 23:26:00+00,1853,ROBPAG  ,ROBBERY PER AGG               ,4,2020/01/23 00:00:00+00,20569,-93.26510627,44.96332371,-10382224,5615749,Ventura Village,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2423
-93.2473094,44.99227865,0003XX HARRISON ST NE,MP202019258         ,2,2020/01/22 00:00:00+00,1919,2020/01/22 00:00:00+00,2020/01/22 19:19:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/01/23 00:00:00+00,19985,-93.24730998,44.99228307,-10380243,5620306,Beltrami,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2424
-93.234724,44.95107798,0028XX 26TH AVE S,MP202019306         ,3,2020/01/22 00:00:00+00,2025,2020/01/22 00:00:00+00,2020/01/22 20:25:00+00,2008,ROBPAG  ,ROBBERY PER AGG               ,4,2020/01/23 00:00:00+00,19096,-93.2347243,44.95108135,-10378842,5613823,Longfellow,2020/03/04 00:00:00+00,2020/07/15 07:00:22+00,2425
-93.22883105,45.00363652,0016XX NEW BRIGHTON BLVD ,MP202019337         ,2,2020/01/22 00:00:00+00,2153,2020/01/22 00:00:00+00,2020/01/22 21:53:00+00,2047,SHOPLF  ,SHOPLIFTING                   ,7,2020/01/23 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/01/23 00:00:00+00,2020/07/15 07:00:22+00,2426
